Order_ID,Customer_ID,Order_Timestamp,City,Payment_Mode,Product_Category,Product_Name,Price,Discount_Percentage,Final_Price,Quantity,Total_Spend,Customer_Age_Group,Delivery_Time_Minutes,Rider_Rating
ZP101627,3258,2024-01-02 03:07:00,Kolkata,Credit Card,Fruits,Butter,152.07,10,136.86,1,136.86,26-35,18,4.1
ZP101628,4912,2024-01-02 03:08:00,Mumbai,UPI,Beverages,Apple,169.09,10,152.18,2,304.36,51+,42,3.7
ZP101629,6903,2024-01-02 03:09:00,Bangalore,Cash,Snacks,Tomato,333.26,10,299.93,1,299.93,51+,23,5.0
ZP101630,4547,2024-01-02 03:10:00,Chennai,UPI,Beverages,Butter,285.27,5,271.01,5,1355.05,18-25,25,4.8
ZP101631,8019,2024-01-02 03:11:00,Bangalore,Credit Card,Snacks,Bread,290.86,25,218.14,5,1090.7,51+,35,4.4
ZP101632,7560,2024-01-02 03:12:00,Chennai,Cash,Dairy,Juice,226.08,25,169.56,5,847.8,26-35,39,4.0
ZP101633,1888,2024-01-02 03:13:00,Bangalore,UPI,Beverages,Tomato,480.97,15,408.82,3,1226.46,36-50,25,4.2
ZP101634,9765,2024-01-02 03:14:00,Delhi,UPI,Dairy,Chips,349.32,25,261.99,4,1047.96,36-50,42,3.7
ZP101635,5968,2024-01-02 03:15:00,Chennai,Credit Card,Bakery,Tomato,22.7,25,17.02,1,17.02,36-50,37,3.8
ZP101636,4817,2024-01-02 03:16:00,Chennai,Cash,Dairy,Bread,109.02,0,109.02,5,545.1,18-25,41,4.6
ZP101637,4835,2024-01-02 03:17:00,Kolkata,Cash,Snacks,Milk,367.97,15,312.77,3,938.31,18-25,30,3.7
ZP101638,5186,2024-01-02 03:18:00,Delhi,Debit Card,Beverages,Tomato,451.72,0,451.72,2,903.44,36-50,21,4.9
ZP101639,7350,2024-01-02 03:19:00,Bangalore,Credit Card,Bakery,Juice,79.52,10,71.57,1,71.57,26-35,23,3.6
ZP101640,4012,2024-01-02 03:20:00,Bangalore,Credit Card,Snacks,Tomato,250.93,5,238.38,2,476.76,26-35,15,3.7
ZP101641,1781,2024-01-02 03:21:00,Bangalore,UPI,Dairy,Juice,299.18,5,284.22,2,568.44,18-25,32,4.3
ZP101642,4659,2024-01-02 03:22:00,Bangalore,Debit Card,Dairy,Chips,373.94,25,280.46,1,280.46,36-50,21,4.2
ZP101643,9095,2024-01-02 03:23:00,Bangalore,Credit Card,Beverages,Tomato,110.63,25,82.97,3,248.91,18-25,11,4.9
ZP101644,9482,2024-01-02 03:24:00,Chennai,Cash,Bakery,Milk,465.3,20,372.24,5,1861.2,36-50,29,4.8
ZP101645,9506,2024-01-02 03:25:00,Kolkata,Debit Card,Snacks,Apple,417.13,20,333.7,5,1668.5,18-25,44,3.9
ZP101646,4244,2024-01-02 03:26:00,Bangalore,Debit Card,Dairy,Bread,233.31,25,174.98,5,874.9,18-25,42,4.2
ZP101647,3306,2024-01-02 03:27:00,Kolkata,UPI,Snacks,Chips,460.32,25,345.24,5,1726.2,51+,38,3.8
ZP101648,7170,2024-01-02 03:28:00,Bangalore,UPI,Fruits,Butter,134.53,10,121.08,5,605.4,18-25,32,4.4
ZP101649,6694,2024-01-02 03:29:00,Bangalore,Credit Card,Bakery,Bread,252.62,10,227.36,1,227.36,18-25,30,3.8
ZP101650,1348,2024-01-02 03:30:00,Delhi,Debit Card,Snacks,Juice,182.86,5,173.72,2,347.44,18-25,36,4.6
ZP101651,1431,2024-01-02 03:31:00,Delhi,Debit Card,Snacks,Tomato,328.11,5,311.7,1,311.7,18-25,34,3.9
ZP101652,6226,2024-01-02 03:32:00,Delhi,UPI,Fruits,Juice,176.63,10,158.97,4,635.88,18-25,12,3.9
ZP101653,4259,2024-01-02 03:33:00,Mumbai,Debit Card,Snacks,Apple,341.28,25,255.96,3,767.88,36-50,11,4.9
ZP101654,3629,2024-01-02 03:34:00,Delhi,Cash,Vegetables,Apple,343.71,20,274.97,2,549.94,18-25,34,4.4
ZP101655,7376,2024-01-02 03:35:00,Mumbai,Debit Card,Fruits,Chips,297.75,10,267.98,5,1339.9,36-50,22,4.6
ZP101656,4667,2024-01-02 03:36:00,Bangalore,Cash,Dairy,Milk,142.76,5,135.62,2,271.24,18-25,40,4.1
ZP101657,9389,2024-01-02 03:37:00,Delhi,Debit Card,Dairy,Chips,174.3,10,156.87,3,470.61,51+,15,4.9
ZP101658,4271,2024-01-02 03:38:00,Kolkata,Debit Card,Snacks,Tomato,419.26,0,419.26,1,419.26,36-50,23,4.6
ZP101659,6523,2024-01-02 03:39:00,Bangalore,Credit Card,Fruits,Bread,480.67,0,480.67,5,2403.35,36-50,22,4.0
ZP101660,4141,2024-01-02 03:40:00,Kolkata,Cash,Bakery,Bread,248.03,25,186.02,4,744.08,18-25,18,4.6
ZP101661,6933,2024-01-02 03:41:00,Mumbai,Debit Card,Beverages,Bread,228.11,20,182.49,1,182.49,51+,15,3.8
ZP101662,9018,2024-01-02 03:42:00,Chennai,Cash,Beverages,Apple,450.71,25,338.03,2,676.06,18-25,39,4.2
ZP101663,5222,2024-01-02 03:43:00,Chennai,Debit Card,Fruits,Apple,48.71,20,38.97,5,194.85,18-25,29,3.7
ZP101664,6122,2024-01-02 03:44:00,Bangalore,UPI,Bakery,Milk,166.03,20,132.82,1,132.82,51+,32,4.8
ZP101665,1788,2024-01-02 03:45:00,Delhi,Credit Card,Vegetables,Tomato,260.08,15,221.07,5,1105.35,26-35,29,4.7
ZP101666,5983,2024-01-02 03:46:00,Chennai,UPI,Bakery,Apple,371.06,5,352.51,4,1410.04,51+,13,3.8
ZP101667,5856,2024-01-02 03:47:00,Delhi,Cash,Vegetables,Milk,32.1,10,28.89,2,57.78,36-50,38,3.5
ZP101668,6747,2024-01-02 03:48:00,Bangalore,Credit Card,Bakery,Apple,244.03,15,207.43,2,414.86,36-50,36,3.8
ZP101669,4666,2024-01-02 03:49:00,Kolkata,UPI,Dairy,Juice,401.15,5,381.09,3,1143.27,18-25,18,4.8
ZP101670,2814,2024-01-02 03:50:00,Chennai,Cash,Vegetables,Apple,347.41,5,330.04,5,1650.2,18-25,15,4.3
ZP101671,2791,2024-01-02 03:51:00,Kolkata,Cash,Vegetables,Milk,159.67,20,127.74,4,510.96,36-50,33,4.4
ZP101672,1992,2024-01-02 03:52:00,Chennai,Debit Card,Snacks,Juice,490.04,0,490.04,1,490.04,36-50,38,4.0
ZP101673,3411,2024-01-02 03:53:00,Bangalore,Debit Card,Snacks,Milk,482.14,10,433.93,5,2169.65,26-35,18,3.8
ZP101674,5936,2024-01-02 03:54:00,Kolkata,Credit Card,Fruits,Chips,197.39,5,187.52,4,750.08,36-50,31,4.9
ZP101675,9473,2024-01-02 03:55:00,Chennai,Credit Card,Beverages,Juice,396.95,0,396.95,3,1190.85,18-25,12,4.0
ZP101676,7757,2024-01-02 03:56:00,Kolkata,Debit Card,Beverages,Milk,309.28,25,231.96,1,231.96,26-35,32,4.4
ZP101677,5219,2024-01-02 03:57:00,Mumbai,Cash,Snacks,Butter,73.24,25,54.93,4,219.72,26-35,31,4.0
ZP101678,4808,2024-01-02 03:58:00,Kolkata,Debit Card,Bakery,Apple,33.41,0,33.41,3,100.23,26-35,36,4.0
ZP101679,4896,2024-01-02 03:59:00,Bangalore,Debit Card,Bakery,Juice,167.75,20,134.2,4,536.8,18-25,25,4.0
ZP101680,8499,2024-01-02 04:00:00,Bangalore,Debit Card,Bakery,Milk,43.25,10,38.93,5,194.65,51+,27,3.8
ZP101681,9246,2024-01-02 04:01:00,Delhi,Credit Card,Bakery,Chips,255.38,0,255.38,1,255.38,18-25,36,3.9
ZP101682,9224,2024-01-02 04:02:00,Chennai,Cash,Dairy,Bread,76.12,20,60.9,2,121.8,36-50,35,4.8
ZP101683,8101,2024-01-02 04:03:00,Chennai,UPI,Snacks,Tomato,254.98,20,203.98,2,407.96,36-50,28,3.9
ZP101684,5715,2024-01-02 04:04:00,Bangalore,Credit Card,Bakery,Bread,117.34,5,111.47,4,445.88,51+,17,4.9
ZP101685,6920,2024-01-02 04:05:00,Kolkata,Credit Card,Dairy,Bread,493.33,15,419.33,5,2096.65,51+,39,4.5
ZP101686,6945,2024-01-02 04:06:00,Mumbai,Debit Card,Snacks,Tomato,496.35,5,471.53,1,471.53,36-50,28,3.5
ZP101687,7902,2024-01-02 04:07:00,Delhi,Cash,Bakery,Tomato,153.91,15,130.82,3,392.46,26-35,13,3.7
ZP101688,1394,2024-01-02 04:08:00,Delhi,Cash,Fruits,Bread,123.75,20,99.0,2,198.0,51+,31,3.6
ZP101689,5086,2024-01-02 04:09:00,Mumbai,Credit Card,Fruits,Chips,224.7,0,224.7,2,449.4,18-25,24,3.9
ZP101690,4041,2024-01-02 04:10:00,Delhi,Debit Card,Vegetables,Butter,495.98,15,421.58,1,421.58,18-25,12,4.3
ZP101691,6491,2024-01-02 04:11:00,Bangalore,UPI,Snacks,Tomato,186.79,20,149.43,2,298.86,36-50,38,3.6
ZP101692,3734,2024-01-02 04:12:00,Delhi,UPI,Dairy,Bread,101.99,20,81.59,3,244.77,51+,41,4.1
ZP101693,1018,2024-01-02 04:13:00,Delhi,Credit Card,Beverages,Tomato,177.84,15,151.16,5,755.8,18-25,42,4.0
ZP101694,1542,2024-01-02 04:14:00,Chennai,Credit Card,Snacks,Apple,473.94,5,450.24,4,1800.96,26-35,31,4.5
ZP101695,7650,2024-01-02 04:15:00,Bangalore,Credit Card,Bakery,Chips,450.6,5,428.07,3,1284.21,36-50,33,3.9
ZP101696,1732,2024-01-02 04:16:00,Delhi,Credit Card,Snacks,Apple,299.67,15,254.72,4,1018.88,18-25,28,3.8
ZP101697,7085,2024-01-02 04:17:00,Delhi,UPI,Vegetables,Butter,137.79,10,124.01,1,124.01,18-25,12,4.0
ZP101698,9792,2024-01-02 04:18:00,Delhi,Credit Card,Snacks,Butter,187.78,20,150.22,3,450.66,51+,35,4.5
ZP101699,4178,2024-01-02 04:19:00,Chennai,Credit Card,Fruits,Tomato,395.41,15,336.1,2,672.2,18-25,16,4.7
ZP101700,9721,2024-01-02 04:20:00,Kolkata,Cash,Fruits,Apple,299.87,10,269.88,4,1079.52,51+,38,3.5
ZP101701,5556,2024-01-02 04:21:00,Chennai,Cash,Dairy,Bread,461.59,5,438.51,4,1754.04,51+,23,3.8
ZP101702,8153,2024-01-02 04:22:00,Bangalore,Cash,Fruits,Milk,446.88,0,446.88,2,893.76,36-50,21,4.8
ZP101703,3840,2024-01-02 04:23:00,Mumbai,Debit Card,Dairy,Chips,136.89,25,102.67,1,102.67,36-50,12,4.6
ZP101704,2255,2024-01-02 04:24:00,Kolkata,Credit Card,Fruits,Milk,303.18,25,227.38,2,454.76,26-35,26,5.0
ZP101705,6405,2024-01-02 04:25:00,Mumbai,Cash,Vegetables,Bread,21.26,20,17.01,2,34.02,18-25,27,3.9
ZP101706,5110,2024-01-02 04:26:00,Mumbai,Credit Card,Bakery,Bread,467.84,15,397.66,3,1192.98,36-50,12,4.4
ZP101707,9016,2024-01-02 04:27:00,Mumbai,Debit Card,Fruits,Apple,72.24,0,72.24,3,216.72,26-35,32,4.8
ZP101708,5834,2024-01-02 04:28:00,Delhi,Cash,Snacks,Tomato,156.39,25,117.29,3,351.87,36-50,15,3.8
ZP101709,5596,2024-01-02 04:29:00,Chennai,Debit Card,Fruits,Apple,436.45,0,436.45,5,2182.25,36-50,42,4.1
ZP101710,3460,2024-01-02 04:30:00,Mumbai,UPI,Beverages,Chips,131.04,10,117.94,5,589.7,26-35,28,4.4
ZP101711,9543,2024-01-02 04:31:00,Bangalore,UPI,Beverages,Chips,263.19,20,210.55,1,210.55,36-50,41,4.6
ZP101712,1885,2024-01-02 04:32:00,Chennai,Debit Card,Vegetables,Milk,352.85,15,299.92,1,299.92,51+,39,4.9
ZP101713,1004,2024-01-02 04:33:00,Bangalore,UPI,Fruits,Bread,316.99,20,253.59,3,760.77,51+,40,3.8
ZP101714,1712,2024-01-02 04:34:00,Mumbai,UPI,Bakery,Butter,490.5,25,367.88,3,1103.64,26-35,26,4.4
ZP101715,3398,2024-01-02 04:35:00,Kolkata,Cash,Dairy,Chips,413.36,20,330.69,3,992.07,18-25,41,4.3
ZP101716,6396,2024-01-02 04:36:00,Mumbai,Debit Card,Vegetables,Apple,296.55,5,281.72,4,1126.88,51+,13,4.4
ZP101717,6813,2024-01-02 04:37:00,Kolkata,Cash,Vegetables,Milk,387.75,0,387.75,4,1551.0,36-50,26,4.4
ZP101718,6058,2024-01-02 04:38:00,Delhi,UPI,Beverages,Milk,417.24,0,417.24,5,2086.2,51+,36,4.7
ZP101719,8116,2024-01-02 04:39:00,Kolkata,Cash,Fruits,Apple,497.37,15,422.76,5,2113.8,51+,30,4.2
ZP101720,1644,2024-01-02 04:40:00,Chennai,Credit Card,Fruits,Milk,197.46,25,148.1,4,592.4,18-25,27,3.6
ZP101721,1957,2024-01-02 04:41:00,Mumbai,Cash,Beverages,Butter,497.97,0,497.97,4,1991.88,51+,12,4.5
ZP101722,4440,2024-01-02 04:42:00,Kolkata,Cash,Beverages,Milk,64.67,5,61.44,2,122.88,26-35,29,4.9
ZP101723,6622,2024-01-02 04:43:00,Delhi,UPI,Dairy,Tomato,151.46,15,128.74,2,257.48,36-50,10,4.3
ZP101724,8153,2024-01-02 04:44:00,Delhi,Credit Card,Dairy,Apple,273.23,0,273.23,1,273.23,51+,41,3.7
ZP101725,4585,2024-01-02 04:45:00,Chennai,UPI,Dairy,Juice,249.06,10,224.15,2,448.3,18-25,13,4.5
ZP101726,7538,2024-01-02 04:46:00,Mumbai,Credit Card,Dairy,Apple,90.39,5,85.87,5,429.35,36-50,16,4.7
ZP101727,1434,2024-01-02 04:47:00,Delhi,Debit Card,Beverages,Milk,119.93,20,95.94,5,479.7,36-50,14,4.6
ZP101728,7432,2024-01-02 04:48:00,Mumbai,Credit Card,Beverages,Tomato,467.85,25,350.89,5,1754.45,18-25,10,4.4
ZP101729,2598,2024-01-02 04:49:00,Bangalore,Credit Card,Dairy,Milk,120.12,15,102.1,3,306.3,36-50,44,3.9
ZP101730,5146,2024-01-02 04:50:00,Bangalore,UPI,Vegetables,Chips,189.43,5,179.96,4,719.84,18-25,16,5.0
ZP101731,9856,2024-01-02 04:51:00,Kolkata,Credit Card,Bakery,Juice,297.29,25,222.97,1,222.97,36-50,20,4.8
ZP101732,2234,2024-01-02 04:52:00,Chennai,Credit Card,Beverages,Juice,103.82,25,77.86,5,389.3,26-35,15,4.2
ZP101733,5646,2024-01-02 04:53:00,Kolkata,Cash,Snacks,Chips,201.1,25,150.82,1,150.82,26-35,15,4.9
ZP101734,4560,2024-01-02 04:54:00,Kolkata,Credit Card,Dairy,Milk,332.6,0,332.6,2,665.2,18-25,10,3.9
ZP101735,9772,2024-01-02 04:55:00,Bangalore,Debit Card,Snacks,Butter,192.56,25,144.42,3,433.26,36-50,25,3.9
ZP101736,2286,2024-01-02 04:56:00,Chennai,Credit Card,Bakery,Tomato,443.8,10,399.42,2,798.84,36-50,29,5.0
ZP101737,5418,2024-01-02 04:57:00,Bangalore,Credit Card,Beverages,Butter,202.07,20,161.66,2,323.32,51+,27,4.0
ZP101738,2821,2024-01-02 04:58:00,Kolkata,Cash,Fruits,Chips,454.85,5,432.11,2,864.22,36-50,26,4.6
ZP101739,2269,2024-01-02 04:59:00,Mumbai,UPI,Dairy,Bread,194.37,20,155.5,3,466.5,51+,26,3.7
ZP101740,4558,2024-01-02 05:00:00,Chennai,Cash,Dairy,Milk,34.32,10,30.89,2,61.78,26-35,10,5.0
ZP101741,7317,2024-01-02 05:01:00,Mumbai,Credit Card,Dairy,Tomato,59.78,25,44.84,4,179.36,36-50,39,3.9
ZP101742,6282,2024-01-02 05:02:00,Mumbai,UPI,Bakery,Milk,61.84,25,46.38,2,92.76,18-25,15,3.5
ZP101743,1475,2024-01-02 05:03:00,Bangalore,UPI,Snacks,Apple,124.57,0,124.57,2,249.14,18-25,33,4.5
ZP101744,4024,2024-01-02 05:04:00,Delhi,Credit Card,Fruits,Butter,381.8,25,286.35,1,286.35,26-35,15,4.6
ZP101745,2227,2024-01-02 05:05:00,Mumbai,Credit Card,Vegetables,Apple,271.43,0,271.43,4,1085.72,36-50,10,4.2
ZP101746,3283,2024-01-02 05:06:00,Bangalore,Debit Card,Snacks,Juice,423.06,15,359.6,2,719.2,36-50,40,4.9
ZP101747,7077,2024-01-02 05:07:00,Mumbai,Debit Card,Bakery,Apple,265.28,25,198.96,3,596.88,18-25,34,4.8
ZP101748,3645,2024-01-02 05:08:00,Chennai,UPI,Vegetables,Butter,57.5,15,48.88,2,97.76,26-35,34,3.7
ZP101749,6086,2024-01-02 05:09:00,Kolkata,Credit Card,Snacks,Juice,157.03,10,141.33,3,423.99,51+,34,3.9
ZP101750,6262,2024-01-02 05:10:00,Chennai,Cash,Bakery,Butter,490.89,0,490.89,1,490.89,26-35,40,4.4
ZP101751,1354,2024-01-02 05:11:00,Mumbai,Cash,Vegetables,Milk,412.02,5,391.42,4,1565.68,36-50,25,4.0
ZP101752,4336,2024-01-02 05:12:00,Bangalore,Cash,Fruits,Bread,493.11,10,443.8,1,443.8,18-25,29,3.7
ZP101753,7598,2024-01-02 05:13:00,Kolkata,Cash,Vegetables,Milk,47.53,5,45.15,4,180.6,36-50,42,4.5
ZP101754,9045,2024-01-02 05:14:00,Bangalore,Credit Card,Vegetables,Juice,481.62,25,361.22,3,1083.66,51+,10,4.4
ZP101755,7719,2024-01-02 05:15:00,Kolkata,Cash,Bakery,Bread,109.09,5,103.64,4,414.56,36-50,34,4.9
ZP101756,9072,2024-01-02 05:16:00,Chennai,Cash,Bakery,Chips,321.75,20,257.4,2,514.8,18-25,34,4.6
ZP101757,6142,2024-01-02 05:17:00,Mumbai,Credit Card,Dairy,Bread,189.2,5,179.74,3,539.22,36-50,17,3.6
ZP101758,1046,2024-01-02 05:18:00,Bangalore,Cash,Bakery,Tomato,369.32,20,295.46,3,886.38,36-50,12,3.6
ZP101759,2611,2024-01-02 05:19:00,Bangalore,Credit Card,Vegetables,Bread,389.94,0,389.94,4,1559.76,51+,32,3.8
ZP101760,4488,2024-01-02 05:20:00,Bangalore,Cash,Dairy,Apple,171.8,15,146.03,2,292.06,51+,28,4.6
ZP101761,7454,2024-01-02 05:21:00,Delhi,Debit Card,Vegetables,Apple,137.96,25,103.47,4,413.88,51+,27,4.6
ZP101762,1936,2024-01-02 05:22:00,Delhi,Cash,Beverages,Butter,63.63,20,50.9,5,254.5,36-50,26,4.2
ZP101763,2757,2024-01-02 05:23:00,Kolkata,Cash,Beverages,Tomato,287.29,10,258.56,3,775.68,18-25,30,4.1
ZP101764,6922,2024-01-02 05:24:00,Chennai,Cash,Dairy,Butter,118.6,15,100.81,5,504.05,51+,41,4.3
ZP101765,5743,2024-01-02 05:25:00,Bangalore,Debit Card,Beverages,Chips,491.45,25,368.59,1,368.59,26-35,10,3.8
ZP101766,4612,2024-01-02 05:26:00,Mumbai,UPI,Beverages,Apple,335.4,10,301.86,1,301.86,18-25,39,3.8
ZP101767,3543,2024-01-02 05:27:00,Mumbai,Credit Card,Snacks,Chips,188.65,20,150.92,4,603.68,18-25,29,4.2
ZP101768,8437,2024-01-02 05:28:00,Delhi,Debit Card,Dairy,Butter,440.0,0,440.0,2,880.0,51+,31,4.3
ZP101769,2615,2024-01-02 05:29:00,Chennai,Debit Card,Vegetables,Milk,291.39,20,233.11,2,466.22,26-35,42,4.0
ZP101770,2091,2024-01-02 05:30:00,Delhi,Debit Card,Snacks,Apple,369.81,20,295.85,5,1479.25,18-25,42,3.5
ZP101771,3187,2024-01-02 05:31:00,Bangalore,Credit Card,Fruits,Juice,388.08,15,329.87,4,1319.48,51+,13,4.9
ZP101772,4487,2024-01-02 05:32:00,Chennai,UPI,Snacks,Apple,208.78,25,156.58,2,313.16,36-50,15,4.4
ZP101773,5999,2024-01-02 05:33:00,Bangalore,Credit Card,Fruits,Tomato,32.14,5,30.53,2,61.06,26-35,39,3.8
ZP101774,7106,2024-01-02 05:34:00,Chennai,Debit Card,Dairy,Chips,69.54,15,59.11,4,236.44,36-50,33,4.4
ZP101775,2285,2024-01-02 05:35:00,Mumbai,UPI,Beverages,Butter,366.49,10,329.84,1,329.84,26-35,35,4.2
ZP101776,7473,2024-01-02 05:36:00,Chennai,Credit Card,Fruits,Chips,487.32,25,365.49,4,1461.96,18-25,19,4.9
ZP101777,2204,2024-01-02 05:37:00,Bangalore,UPI,Bakery,Apple,191.26,5,181.7,5,908.5,36-50,32,3.6
ZP101778,2996,2024-01-02 05:38:00,Bangalore,Debit Card,Dairy,Milk,49.71,10,44.74,3,134.22,18-25,24,3.6
ZP101779,8788,2024-01-02 05:39:00,Bangalore,UPI,Beverages,Apple,141.22,0,141.22,2,282.44,26-35,39,4.3
ZP101780,2630,2024-01-02 05:40:00,Bangalore,Credit Card,Dairy,Juice,77.05,5,73.2,4,292.8,26-35,11,3.6
ZP101781,6461,2024-01-02 05:41:00,Delhi,Cash,Bakery,Chips,139.95,15,118.96,3,356.88,18-25,39,5.0
ZP101782,5444,2024-01-02 05:42:00,Delhi,UPI,Beverages,Chips,356.14,10,320.53,3,961.59,36-50,41,4.4
ZP101783,7718,2024-01-02 05:43:00,Mumbai,UPI,Bakery,Juice,295.22,25,221.42,3,664.26,18-25,33,4.1
ZP101784,3650,2024-01-02 05:44:00,Mumbai,Cash,Fruits,Bread,363.23,10,326.91,4,1307.64,36-50,11,4.1
ZP101785,1046,2024-01-02 05:45:00,Delhi,Debit Card,Beverages,Butter,338.02,0,338.02,3,1014.06,36-50,34,3.6
ZP101786,8742,2024-01-02 05:46:00,Bangalore,Debit Card,Snacks,Apple,471.95,10,424.76,5,2123.8,51+,35,4.5
ZP101787,6103,2024-01-02 05:47:00,Chennai,Cash,Beverages,Juice,248.09,20,198.47,2,396.94,36-50,40,4.4
ZP101788,4192,2024-01-02 05:48:00,Kolkata,UPI,Snacks,Apple,298.29,20,238.63,3,715.89,26-35,29,4.4
ZP101789,1587,2024-01-02 05:49:00,Mumbai,UPI,Dairy,Bread,257.67,5,244.79,4,979.16,51+,34,4.4
ZP101790,5956,2024-01-02 05:50:00,Delhi,Credit Card,Bakery,Apple,239.05,0,239.05,3,717.15,51+,27,4.4
ZP101791,7792,2024-01-02 05:51:00,Kolkata,Cash,Vegetables,Chips,452.81,25,339.61,3,1018.83,36-50,19,3.9
ZP101792,1338,2024-01-02 05:52:00,Chennai,UPI,Snacks,Apple,54.02,5,51.32,3,153.96,18-25,12,4.6
ZP101793,6495,2024-01-02 05:53:00,Kolkata,Credit Card,Vegetables,Tomato,260.14,25,195.1,4,780.4,26-35,11,3.7
ZP101794,9293,2024-01-02 05:54:00,Delhi,UPI,Bakery,Butter,125.49,10,112.94,2,225.88,36-50,37,4.2
ZP101795,5123,2024-01-02 05:55:00,Kolkata,Credit Card,Snacks,Butter,132.64,0,132.64,1,132.64,18-25,37,4.6
ZP101796,8704,2024-01-02 05:56:00,Kolkata,Cash,Beverages,Bread,250.84,10,225.76,3,677.28,51+,12,4.2
ZP101797,7317,2024-01-02 05:57:00,Kolkata,Cash,Dairy,Bread,181.02,20,144.82,5,724.1,18-25,32,4.5
ZP101798,4547,2024-01-02 05:58:00,Chennai,Debit Card,Bakery,Juice,369.06,5,350.61,5,1753.05,18-25,28,3.8
ZP101799,3477,2024-01-02 05:59:00,Mumbai,Debit Card,Snacks,Milk,443.15,5,420.99,4,1683.96,18-25,38,4.4
ZP101800,3124,2024-01-02 06:00:00,Mumbai,Credit Card,Fruits,Tomato,41.89,0,41.89,4,167.56,26-35,23,4.4
ZP101801,9877,2024-01-02 06:01:00,Delhi,UPI,Vegetables,Juice,312.29,5,296.68,2,593.36,18-25,44,4.4
ZP101802,3737,2024-01-02 06:02:00,Chennai,Cash,Beverages,Tomato,43.53,0,43.53,2,87.06,36-50,21,3.9
ZP101803,4963,2024-01-02 06:03:00,Bangalore,Cash,Dairy,Tomato,475.09,20,380.07,1,380.07,51+,18,3.8
ZP101804,7757,2024-01-02 06:04:00,Kolkata,Debit Card,Beverages,Bread,75.43,15,64.12,4,256.48,26-35,15,3.9
ZP101805,2360,2024-01-02 06:05:00,Kolkata,Credit Card,Fruits,Milk,321.32,5,305.25,5,1526.25,36-50,22,3.9
ZP101806,5416,2024-01-02 06:06:00,Mumbai,Cash,Bakery,Milk,329.5,10,296.55,2,593.1,18-25,35,4.2
ZP101807,1792,2024-01-02 06:07:00,Chennai,Credit Card,Bakery,Chips,83.51,0,83.51,1,83.51,36-50,16,4.0
ZP101808,2675,2024-01-02 06:08:00,Delhi,Debit Card,Bakery,Tomato,349.82,0,349.82,3,1049.46,26-35,17,4.3
ZP101809,1371,2024-01-02 06:09:00,Kolkata,Debit Card,Dairy,Milk,358.27,5,340.36,5,1701.8,18-25,20,4.9
ZP101810,5701,2024-01-02 06:10:00,Chennai,Debit Card,Dairy,Butter,300.07,15,255.06,2,510.12,36-50,12,4.5
ZP101811,4204,2024-01-02 06:11:00,Kolkata,UPI,Fruits,Apple,474.76,20,379.81,5,1899.05,51+,31,3.9
ZP101812,6943,2024-01-02 06:12:00,Kolkata,UPI,Dairy,Tomato,192.17,15,163.34,4,653.36,26-35,15,4.9
ZP101813,3302,2024-01-02 06:13:00,Chennai,Cash,Dairy,Apple,120.81,10,108.73,2,217.46,51+,19,4.9
ZP101814,5359,2024-01-02 06:14:00,Chennai,Credit Card,Vegetables,Tomato,461.17,20,368.94,4,1475.76,18-25,32,4.0
ZP101815,8922,2024-01-02 06:15:00,Kolkata,Credit Card,Vegetables,Bread,477.92,10,430.13,2,860.26,36-50,24,4.4
ZP101816,9889,2024-01-02 06:16:00,Bangalore,Debit Card,Bakery,Milk,136.14,20,108.91,1,108.91,36-50,39,4.8
ZP101817,4645,2024-01-02 06:17:00,Chennai,Debit Card,Bakery,Bread,267.03,5,253.68,4,1014.72,26-35,41,4.9
ZP101818,9967,2024-01-02 06:18:00,Bangalore,Debit Card,Beverages,Tomato,71.76,25,53.82,1,53.82,18-25,21,4.4
ZP101819,6473,2024-01-02 06:19:00,Kolkata,Debit Card,Dairy,Milk,121.19,0,121.19,1,121.19,26-35,12,4.1
ZP101820,7908,2024-01-02 06:20:00,Mumbai,Credit Card,Dairy,Chips,262.73,0,262.73,2,525.46,51+,21,3.6
ZP101821,3796,2024-01-02 06:21:00,Delhi,Cash,Dairy,Juice,253.32,10,227.99,5,1139.95,26-35,39,4.1
ZP101822,2372,2024-01-02 06:22:00,Chennai,Cash,Bakery,Chips,339.64,25,254.73,5,1273.65,26-35,24,4.2
ZP101823,8716,2024-01-02 06:23:00,Kolkata,Cash,Snacks,Milk,77.58,20,62.06,5,310.3,36-50,21,4.2
ZP101824,5542,2024-01-02 06:24:00,Chennai,UPI,Fruits,Apple,469.97,15,399.47,2,798.94,18-25,42,4.7
ZP101825,4686,2024-01-02 06:25:00,Mumbai,Cash,Vegetables,Butter,170.56,0,170.56,4,682.24,18-25,35,3.8
ZP101826,8574,2024-01-02 06:26:00,Bangalore,Cash,Bakery,Bread,431.26,0,431.26,5,2156.3,18-25,39,4.5
ZP101827,1938,2024-01-02 06:27:00,Kolkata,Credit Card,Vegetables,Tomato,419.21,15,356.33,1,356.33,36-50,11,4.7
ZP101828,4171,2024-01-02 06:28:00,Delhi,Credit Card,Beverages,Milk,172.55,5,163.92,4,655.68,26-35,16,5.0
ZP101829,1979,2024-01-02 06:29:00,Delhi,Credit Card,Snacks,Apple,494.0,10,444.6,4,1778.4,36-50,32,3.6
ZP101830,7790,2024-01-02 06:30:00,Kolkata,UPI,Vegetables,Juice,134.14,0,134.14,5,670.7,26-35,36,4.4
